# Processed AFM image name: WbbL1_C1_save-2025.10.03-12.37.56.169,,,
# Image extent (xmin, xmax, ymin, ymax) [nm]:
#(0.0,499.9999999999977,0,499.9999999999977)
trimer_index,y_nm,x_nm,
0,62.499999999999716,23.437499999999893,
1,19.53124999999991,57.61718749999974,
2,72.26562499999967,40.039062499999815,
3,57.61718749999974,188.47656249999915,
4,125.97656249999943,53.71093749999976,
5,47.85156249999978,53.71093749999976,
6,30.27343749999986,61.52343749999972,
7,41.015624999999815,6.835937499999969,
8,52.73437499999976,28.320312499999872,
9,136.71874999999937,46.87499999999979,
10,174.8046874999992,61.52343749999972,
11,32.22656249999985,113.28124999999949,
12,40.039062499999815,130.8593749999994,
13,77.14843749999964,86.9140625,
14,139.64843749999937,66.40625,
15,24.41406249999989,84.96093749999962,
16,32.22656249999985,14.648437499999932,
17,10.74218749999995,121.09374999999945,
18,96.67968749999956,48.82812499999978,
19,15.624999999999929,70.31249999999969,
20,26.36718749999988,96.67968749999956,
21,151.36718749999932,127.92968749999942,
22,10.74218749999995,49.80468749999977,
23,77.14843749999964,112.30468749999949,
24,16.601562499999925,152.34374999999932,
25,7.8124999999999645,59.57031249999973,
26,43.9453125,64.453125,
27,41.015624999999815,95.70312499999956,
28,26.36718749999988,226.56249999999898,
29,131.8359374999994,38.08593749999983,
30,95.70312499999956,125.97656249999943,
31,120.11718749999946,81.05468749999963,
32,73.24218749999967,226.56249999999898,
33,61.52343749999972,64.453125,
34,20.507812499999908,131.8359374999994,
35,108.3984374999995,53.71093749999976,
36,9.765624999999956,111.32812499999949,
37,208.00781249999906,92.77343749999957,
38,58.59374999999973,39.06249999999982,
39,183.59374999999918,73.24218749999967,
40,59.57031249999973,230.46874999999895,
41,40.039062499999815,169.92187499999923,
42,148.43749999999932,330.0781249999985,
43,160.15624999999926,18.554687499999915,
44,111.32812499999949,352.5390624999984,
45,35.156249999999844,257.8124999999988,
46,81.05468749999963,96.67968749999956,
47,143.55468749999935,89.84374999999959,
48,25.390624999999886,70.31249999999969,
49,28.320312499999872,123.04687499999945,
50,5.859374999999973,285.1562499999987,
51,12.695312499999943,167.96874999999923,
52,54.68749999999975,85.9375,
53,61.52343749999972,219.7265625,
54,25.390624999999886,319.3359374999985,
55,186.52343749999915,127.92968749999942,
56,55.664062499999744,165.03906249999926,
57,10.74218749999995,138.67187499999937,
58,83.98437499999962,119.14062499999946,
59,160.15624999999926,133.7890624999994,
60,41.99218749999981,144.53124999999935,
61,113.28124999999949,90.82031249999959,
62,138.67187499999937,161.13281249999926,
63,21.484375,105.46874999999952,
64,105.46874999999952,103.51562499999953,
65,92.77343749999957,26.36718749999988,
66,41.015624999999815,375.9765624999983,
67,38.08593749999983,70.31249999999969,
68,213.86718749999903,168.94531249999923,
69,68.35937499999969,279.29687499999875,
70,144.53124999999935,53.71093749999976,
71,118.16406249999946,101.56249999999955,
72,56.640624999999744,96.67968749999956,
73,48.82812499999978,175.7812499999992,
74,164.06249999999926,76.17187499999966,
75,23.437499999999893,162.10937499999926,
76,79.10156249999964,10.74218749999995,
77,144.53124999999935,180.66406249999918,
78,19.53124999999991,181.64062499999918,
79,100.58593749999955,84.96093749999962,
80,58.59374999999973,207.03124999999906,
81,111.32812499999949,43.9453125,
82,19.53124999999991,284.1796874999987,
83,16.601562499999925,261.7187499999988,
84,114.25781249999947,120.11718749999946,
85,15.624999999999929,91.79687499999959,
86,9.765624999999956,361.32812499999835,
87,269.53124999999875,121.09374999999945,
88,80.07812499999963,128.9062499999994,
89,82.03124999999963,40.039062499999815,
90,77.14843749999964,192.38281249999912,
91,120.11718749999946,20.507812499999908,
92,109.3749999999995,78.12499999999964,
93,15.624999999999929,16.601562499999925,
94,30.27343749999986,34.179687499999844,
95,127.92968749999942,88.8671875,
96,10.74218749999995,296.87499999999864,
97,107.42187499999952,149.41406249999932,
98,179.68749999999918,111.32812499999949,
99,148.43749999999932,76.17187499999966,
100,167.96874999999923,159.1796874999993,
101,109.3749999999995,18.554687499999915,
102,117.18749999999946,139.64843749999937,
103,47.85156249999978,77.14843749999964,
104,270.50781249999875,150.39062499999932,
105,24.41406249999989,249.02343749999886,
106,103.51562499999953,40.039062499999815,
107,64.453125,145.50781249999935,
108,231.44531249999895,218.75,
109,126.95312499999942,98.63281249999955,
110,33.20312499999985,410.1562499999981,
111,135.74218749999937,208.00781249999906,
112,249.02343749999886,100.58593749999955,
113,145.50781249999935,35.156249999999844,
114,234.37499999999892,178.71093749999918,
115,147.46093749999932,7.8124999999999645,
116,8.789062499999961,444.33593749999795,
117,10.74218749999995,343.7499999999984,
118,74.21874999999966,321.2890624999985,
119,113.28124999999949,30.27343749999986,
120,231.44531249999895,81.05468749999963,
121,98.63281249999955,15.624999999999929,
122,135.74218749999937,57.61718749999974,
123,136.71874999999937,82.03124999999963,
124,15.624999999999929,370.1171874999983,
125,178.71093749999918,50.78124999999977,
126,155.2734374999993,143.55468749999935,
127,164.06249999999926,170.89843749999923,
128,140.62499999999937,131.8359374999994,
129,71.28906249999967,18.554687499999915,
130,86.9140625,198.2421874999991,
131,121.09374999999945,249.99999999999886,
132,20.507812499999908,392.57812499999824,
133,36.13281249999984,24.41406249999989,
134,34.179687499999844,178.71093749999918,
135,6.835937499999969,203.1249999999991,
136,271.48437499999875,177.7343749999992,
137,204.10156249999906,120.11718749999946,
138,21.484375,348.6328124999984,
139,15.624999999999929,217.7734375,
140,115.23437499999947,194.33593749999912,
141,65.4296875,90.82031249999959,
142,83.98437499999962,67.38281249999969,
143,67.38281249999969,153.3203124999993,
144,40.039062499999815,105.46874999999952,
145,73.24218749999967,344.7265624999984,
146,214.84374999999903,155.2734374999993,
147,65.4296875,171.8749999999992,
148,58.59374999999973,286.1328124999987,
149,85.9375,141.60156249999935,
150,213.86718749999903,77.14843749999964,
151,69.33593749999969,83.00781249999962,
152,167.96874999999923,300.78124999999864,
153,228.51562499999895,89.84374999999959,
154,263.6718749999988,184.57031249999915,
155,39.06249999999982,83.98437499999962,
156,227.53906249999898,141.60156249999935,
157,101.56249999999955,347.6562499999984,
158,24.41406249999989,402.3437499999982,
159,17.578124999999922,458.0078124999979,
160,80.07812499999963,30.27343749999986,
161,203.1249999999991,392.57812499999824,
162,88.8671875,50.78124999999977,
163,119.14062499999946,110.3515624999995,
164,29.296874999999865,214.84374999999903,
165,249.99999999999886,221.6796875,
166,57.61718749999974,73.24218749999967,
167,244.1406249999989,76.17187499999966,
168,111.32812499999949,67.38281249999969,
169,90.82031249999959,189.45312499999915,
170,245.1171874999989,9.765624999999956,
171,179.68749999999918,155.2734374999993,
172,226.56249999999898,173.8281249999992,
173,191.40624999999912,204.10156249999906,
174,158.2031249999993,68.35937499999969,
175,112.30468749999949,208.00781249999906,
176,23.437499999999893,330.0781249999985,
177,126.95312499999942,143.55468749999935,
178,78.12499999999964,270.50781249999875,
179,275.39062499999875,212.89062499999903,
180,93.74999999999957,246.0937499999989,
181,157.2265624999993,188.47656249999915,
182,119.14062499999946,129.8828124999994,
183,41.99218749999981,17.578124999999922,
184,88.8671875,83.00781249999962,
185,242.1874999999989,133.7890624999994,
186,97.65624999999956,238.28124999999892,
187,204.10156249999906,171.8749999999992,
188,173.8281249999992,19.53124999999991,
189,106.44531249999952,134.76562499999937,
190,100.58593749999955,173.8281249999992,
191,120.11718749999946,72.26562499999967,
192,7.8124999999999645,385.74218749999824,
193,16.601562499999925,198.2421874999991,
194,258.7890624999988,151.36718749999932,
195,124.02343749999943,29.296874999999865,
196,242.1874999999989,169.92187499999923,
197,85.9375,159.1796874999993,
198,255.85937499999883,331.0546874999985,
199,81.05468749999963,451.17187499999795,
200,164.06249999999926,104.49218749999953,
201,33.20312499999985,202.1484374999991,
202,12.695312499999943,232.42187499999895,
203,64.453125,105.46874999999952,
204,101.56249999999955,427.73437499999807,
205,148.43749999999932,62.499999999999716,
206,218.75,124.02343749999943,
207,266.6015624999988,79.10156249999964,
208,30.27343749999986,297.85156249999864,
209,175.7812499999992,99.60937499999955,
210,79.10156249999964,252.92968749999886,
211,186.52343749999915,42.96875,
212,26.36718749999988,175.7812499999992,
213,101.56249999999955,75.19531249999966,
214,67.38281249999969,32.22656249999985,
215,60.54687499999972,449.21874999999795,
216,64.453125,250.97656249999886,
217,67.38281249999969,201.1718749999991,
218,208.98437499999906,111.32812499999949,
219,30.27343749999986,240.23437499999892,
220,16.601562499999925,441.40625,
221,50.78124999999977,277.34374999999875,
222,42.96875,35.156249999999844,
223,102.53906249999953,309.5703124999986,
224,219.7265625,84.96093749999962,
225,71.28906249999967,262.6953124999988,
226,176.7578124999992,343.7499999999984,
227,18.554687499999915,208.98437499999906,
228,74.21874999999966,372.0703124999983,
229,175.7812499999992,219.7265625,
230,72.26562499999967,416.9921874999981,
231,146.48437499999935,100.58593749999955,
