# Processed AFM image name: WbbL1_C2save-2025.10.03-12.57.56.038
# Image extent (xmin, xmax, ymin, ymax) [nm]:
#(0.0,499.9999999999998,0.0,499.9999999999998)
trimer_index,y_nm,x_nm
0,82.03124999999996,7.8124999999999964
1,121.09374999999994,46.87499999999998
2,114.25781249999994,93.74999999999996
3,132.81249999999994,53.71093749999998
4,401.36718749999983,52.73437499999998
5,51.75781249999998,32.226562499999986
6,322.26562499999983,30.273437499999986
7,119.14062499999994,24.41406249999999
8,332.03124999999983,28.320312499999986
9,426.75781249999983,22.46093749999999
10,195.31249999999991,101.56249999999996
11,403.32031249999983,26.36718749999999
12,117.18749999999994,216.79687499999991
13,27.343749999999986,167.96874999999991
14,342.77343749999983,31.249999999999986
15,394.53124999999983,11.718749999999995
16,14.648437499999993,168.94531249999991
17,416.01562499999983,57.61718749999997
18,337.89062499999983,67.38281249999997
19,41.99218749999998,126.95312499999994
20,110.35156249999994,27.343749999999986
21,166.99218749999991,78.12499999999997
22,146.48437499999994,237.3046874999999
23,18.554687499999993,99.60937499999996
24,168.94531249999991,8.789062499999996
25,112.30468749999994,128.90624999999994
26,456.0546874999998,119.14062499999994
27,36.132812499999986,10.742187499999995
28,112.30468749999994,235.3515624999999
29,249.0234374999999,37.109374999999986
30,54.68749999999997,19.531249999999993
31,13.671874999999993,27.343749999999986
32,397.46093749999983,123.04687499999994
33,152.34374999999994,19.531249999999993
34,126.95312499999994,166.99218749999991
35,334.96093749999983,174.80468749999991
36,336.91406249999983,8.789062499999996
37,469.7265624999998,32.226562499999986
38,410.15624999999983,89.84374999999996
39,344.72656249999983,17.578124999999993
40,259.7656249999999,51.75781249999998
41,116.21093749999994,80.07812499999996
42,457.0312499999998,54.68749999999997
43,39.062499999999986,77.14843749999997
44,456.0546874999998,17.578124999999993
45,417.96874999999983,5.859374999999997
46,300.7812499999999,48.82812499999998
47,388.67187499999983,47.85156249999998
48,362.30468749999983,70.31249999999997
49,124.02343749999994,39.062499999999986
50,23.43749999999999,178.71093749999991
51,138.67187499999994,127.92968749999994
52,112.30468749999994,14.648437499999993
53,409.17968749999983,45.89843749999998
54,207.03124999999991,101.56249999999996
55,276.3671874999999,92.77343749999996
56,22.46093749999999,245.1171874999999
57,314.45312499999983,60.54687499999997
58,208.98437499999991,36.132812499999986
59,85.93749999999996,26.36718749999999
60,415.03906249999983,30.273437499999986
61,145.50781249999994,137.69531249999994
62,43.94531249999998,15.624999999999993
63,28.320312499999986,258.7890624999999
64,174.80468749999991,99.60937499999996
65,418.94531249999983,16.601562499999993
66,421.87499999999983,46.87499999999998
67,190.42968749999991,31.249999999999986
68,132.81249999999994,305.6640624999999
69,180.66406249999991,26.36718749999999
70,5.859374999999997,86.91406249999996
71,178.71093749999991,38.085937499999986
72,16.601562499999993,132.81249999999994
73,138.67187499999994,14.648437499999993
74,61.52343749999997,25.39062499999999
75,185.54687499999991,453.1249999999998
76,82.03124999999996,190.42968749999991
77,173.82812499999991,84.96093749999996
78,83.98437499999996,441.4062499999998
79,29.296874999999986,90.82031249999996
80,233.3984374999999,87.89062499999996
81,127.92968749999994,97.65624999999996
82,385.74218749999983,7.8124999999999964
83,124.99999999999994,15.624999999999993
84,44.92187499999998,142.57812499999994
85,219.7265624999999,55.66406249999997
86,297.8515624999999,74.21874999999997
87,223.6328124999999,64.45312499999997
88,69.33593749999997,9.765624999999996
89,41.99218749999998,68.35937499999997
90,6.8359374999999964,124.02343749999994
91,345.70312499999983,147.46093749999994
92,280.2734374999999,76.17187499999997
93,124.02343749999994,106.44531249999996
94,5.859374999999997,287.1093749999999
95,333.00781249999983,43.94531249999998
96,60.54687499999997,196.28906249999991
97,124.02343749999994,297.8515624999999
98,30.273437499999986,69.33593749999997
99,191.40624999999991,48.82812499999998
100,96.67968749999996,152.34374999999994
101,304.6874999999999,208.00781249999991
102,213.86718749999991,21.48437499999999
103,74.21874999999997,217.77343749999991
104,54.68749999999997,167.96874999999991
105,167.96874999999991,91.79687499999996
106,16.601562499999993,81.05468749999996
107,10.742187499999995,178.71093749999991
108,171.87499999999991,23.43749999999999
109,301.7578124999999,19.531249999999993
110,89.84374999999996,166.01562499999991
111,324.21874999999983,82.03124999999996
112,202.14843749999991,23.43749999999999
113,312.4999999999999,9.765624999999996
114,131.83593749999994,193.35937499999991
115,298.8281249999999,97.65624999999996
116,266.6015624999999,66.40624999999997
117,9.765624999999996,198.24218749999991
118,348.63281249999983,71.28906249999997
119,171.87499999999991,69.33593749999997
120,63.47656249999997,174.80468749999991
121,9.765624999999996,146.48437499999994
122,333.00781249999983,56.64062499999997
123,128.90624999999994,5.859374999999997
124,225.5859374999999,237.3046874999999
125,263.6718749999999,127.92968749999994
126,329.10156249999983,103.51562499999996
127,206.05468749999991,55.66406249999997
128,262.6953124999999,471.6796874999998
129,289.0624999999999,80.07812499999996
130,169.92187499999991,288.0859374999999
131,379.88281249999983,81.05468749999996
132,58.59374999999997,185.54687499999991
133,97.65624999999996,27.343749999999986
134,409.17968749999983,15.624999999999993
135,122.07031249999994,202.14843749999991
136,105.46874999999996,76.17187499999997
137,286.1328124999999,186.52343749999991
138,239.2578124999999,19.531249999999993
139,354.49218749999983,79.10156249999996
