# Processed AFM image name: WbbL1_C3_save-2025.10.03-13.06.50.330
# Image extent (xmin, xmax, ymin, ymax) [nm]:
#(0.0,499.99999999999915,0.0,499.99999999999915)
trimer_index,y_nm,x_nm
0,124.02343749999979,32.22656249999994
1,71.28906249999987,17.57812499999997
2,89.84374999999984,41.01562499999993
3,11.71874999999998,29.29687499999995
4,109.37499999999982,15.624999999999973
5,67.38281249999989,48.828124999999915
6,338.86718749999943,25.390624999999957
7,346.67968749999943,72.26562499999987
8,179.6874999999997,58.5937499999999
9,352.5390624999994,62.49999999999989
10,183.5937499999997,48.828124999999915
11,369.1406249999994,46.87499999999992
12,83.98437499999986,26.367187499999954
13,171.87499999999972,17.57812499999997
14,161.13281249999972,9.765624999999984
15,246.09374999999957,98.63281249999983
16,235.3515624999996,10.742187499999982
17,211.91406249999963,53.71093749999991
18,313.4765624999995,6.8359374999999885
19,103.51562499999983,5.85937499999999
20,89.84374999999984,17.57812499999997
21,161.13281249999972,61.52343749999989
22,98.63281249999983,70.31249999999989
23,34.17968749999994,30.273437499999947
24,72.26562499999987,7.812499999999987
25,461.9140624999992,23.43749999999996
26,242.18749999999957,29.29687499999995
27,321.28906249999943,17.57812499999997
28,135.74218749999977,31.249999999999947
29,394.5312499999993,59.5703124999999
30,42.96874999999993,51.757812499999915
31,88.86718749999984,109.37499999999982
32,378.9062499999994,41.99218749999993
33,43.94531249999992,12.695312499999979
34,53.71093749999991,28.32031249999995
35,245.11718749999957,40.03906249999993
36,228.5156249999996,31.249999999999947
37,155.27343749999974,35.15624999999994
38,269.53124999999955,16.60156249999997
39,343.74999999999943,8.789062499999986
40,86.91406249999986,57.6171874999999
41,230.4687499999996,51.757812499999915
42,11.71874999999998,291.0156249999995
43,121.09374999999979,85.93749999999986
44,356.4453124999994,45.89843749999992
45,102.53906249999983,33.20312499999994
46,148.43749999999974,42.96874999999993
47,287.1093749999995,57.6171874999999
48,46.87499999999992,63.47656249999989
49,384.7656249999993,70.31249999999989
50,208.98437499999963,65.42968749999989
51,308.5937499999995,76.17187499999987
52,38.085937499999936,133.78906249999977
53,261.71874999999955,27.343749999999954
54,61.52343749999989,9.765624999999984
55,436.52343749999926,10.742187499999982
56,346.67968749999943,83.00781249999986
57,378.9062499999994,32.22656249999994
58,352.5390624999994,24.414062499999957
59,40.03906249999993,74.21874999999987
60,386.7187499999993,5.85937499999999
61,362.3046874999994,68.35937499999989
62,365.2343749999994,28.32031249999995
63,299.8046874999995,24.414062499999957
64,93.74999999999984,29.29687499999995
65,152.34374999999974,67.38281249999989
66,83.98437499999986,127.92968749999979
67,215.82031249999963,82.03124999999986
68,346.67968749999943,49.804687499999915
69,65.42968749999989,100.58593749999983
70,202.14843749999966,41.01562499999993
71,358.3984374999994,35.15624999999994
72,380.8593749999994,148.43749999999974
73,472.6562499999992,65.42968749999989
74,131.83593749999977,53.71093749999991
75,80.07812499999986,47.85156249999992
76,408.2031249999993,43.94531249999992
77,325.19531249999943,107.42187499999982
78,471.6796874999992,30.273437499999947
79,429.68749999999926,54.68749999999991
80,283.20312499999955,84.96093749999986
81,213.86718749999963,39.062499999999936
82,250.97656249999957,25.390624999999957
83,371.0937499999994,61.52343749999989
84,476.5624999999992,272.46093749999955
85,329.10156249999943,52.73437499999991
86,416.0156249999993,27.343749999999954
87,305.6640624999995,60.54687499999989
88,103.51562499999983,101.56249999999983
89,332.03124999999943,15.624999999999973
90,95.70312499999984,54.68749999999991
91,210.93749999999963,463.8671874999992
92,386.7187499999993,24.414062499999957
93,140.62499999999977,67.38281249999989
94,301.7578124999995,113.2812499999998
95,445.31249999999926,87.89062499999984
96,197.26562499999966,50.781249999999915
97,107.42187499999982,63.47656249999989
98,11.71874999999998,348.63281249999943
99,172.85156249999972,335.93749999999943
100,77.14843749999987,113.2812499999998
101,390.6249999999993,48.828124999999915
102,419.92187499999926,80.07812499999986
103,379.8828124999994,15.624999999999973
104,166.99218749999972,118.1640624999998
105,57.6171874999999,19.531249999999968
106,273.43749999999955,146.48437499999974
107,392.5781249999993,152.34374999999974
108,429.68749999999926,84.96093749999986
109,52.73437499999991,227.5390624999996
110,439.45312499999926,78.12499999999987
111,186.5234374999997,40.03906249999993
112,99.60937499999983,14.648437499999975
113,434.57031249999926,46.87499999999992
114,151.36718749999974,27.343749999999954
115,402.3437499999993,101.56249999999983
116,291.9921874999995,34.17968749999994
117,476.5624999999992,84.96093749999986
118,452.1484374999992,124.02343749999979
119,85.93749999999986,137.69531249999977
120,36.132812499999936,64.45312499999989
121,56.6406249999999,50.781249999999915
122,400.3906249999993,69.33593749999989
123,400.3906249999993,86.91406249999986
124,81.05468749999986,12.695312499999979
125,118.1640624999998,51.757812499999915
126,124.02343749999979,61.52343749999989
127,461.9140624999992,41.01562499999993
128,70.31249999999989,34.17968749999994
129,333.98437499999943,130.85937499999977
130,485.35156249999915,42.96874999999993
131,191.4062499999997,84.96093749999986
132,390.6249999999993,101.56249999999983
133,201.17187499999966,312.4999999999995
134,307.6171874999995,124.02343749999979
135,219.72656249999963,27.343749999999954
136,247.07031249999957,54.68749999999991
137,476.5624999999992,22.46093749999996
138,304.6874999999995,31.249999999999947
139,471.6796874999992,76.17187499999987
140,446.28906249999926,59.5703124999999
141,219.72656249999963,200.19531249999966
142,176.7578124999997,123.04687499999979
143,254.88281249999957,48.828124999999915
144,144.53124999999974,16.60156249999997
145,351.5624999999994,92.77343749999984
146,119.1406249999998,12.695312499999979
147,487.30468749999915,93.74999999999984
148,264.64843749999955,491.21093749999915
149,126.95312499999979,22.46093749999996
150,178.7109374999997,6.8359374999999885
151,432.61718749999926,124.02343749999979
152,291.9921874999995,137.69531249999977
153,448.24218749999926,112.30468749999982
154,427.73437499999926,63.47656249999989
155,265.62499999999955,77.14843749999987
156,282.22656249999955,485.35156249999915
157,460.9374999999992,342.77343749999943
158,143.55468749999974,57.6171874999999
159,230.4687499999996,73.24218749999987
160,221.67968749999963,47.85156249999992
161,35.15624999999994,401.3671874999993
162,383.7890624999993,90.82031249999984
163,480.4687499999992,10.742187499999982
164,405.2734374999993,398.4374999999993
165,489.25781249999915,83.98437499999986
166,330.07812499999943,24.414062499999957
167,109.37499999999982,45.89843749999992
168,326.17187499999943,71.28906249999987
169,251.95312499999957,64.45312499999989
170,79.10156249999987,277.34374999999955
171,315.4296874999995,64.45312499999989
172,316.4062499999995,41.01562499999993
173,477.5390624999992,156.24999999999974
174,457.0312499999992,70.31249999999989
175,471.6796874999992,198.24218749999966
176,29.29687499999995,7.812499999999987
177,358.3984374999994,202.14843749999966
178,305.6640624999995,49.804687499999915
179,354.4921874999994,84.96093749999986
180,372.0703124999994,138.67187499999977
181,338.86718749999943,78.12499999999987
182,391.6015624999993,36.132812499999936
183,158.20312499999974,19.531249999999968
184,398.4374999999993,129.88281249999977
185,274.41406249999955,95.70312499999984
186,57.6171874999999,67.38281249999989
187,234.3749999999996,116.2109374999998
188,97.65624999999983,138.67187499999977
189,139.64843749999977,103.51562499999983
190,226.5624999999996,21.484374999999964
191,84.96093749999986,459.9609374999992
192,260.74218749999955,85.93749999999986
193,93.74999999999984,122.07031249999979
194,198.24218749999966,71.28906249999987
195,251.95312499999957,16.60156249999997
196,245.11718749999957,167.96874999999972
197,207.03124999999966,429.68749999999926
198,212.89062499999963,104.49218749999982
199,383.7890624999993,115.2343749999998
200,255.85937499999957,117.1874999999998
201,385.7421874999993,57.6171874999999
202,334.96093749999943,120.1171874999998
203,238.2812499999996,82.03124999999986
204,371.0937499999994,21.484374999999964
205,38.085937499999936,199.21874999999966
206,158.20312499999974,45.89843749999992
207,407.2265624999993,169.92187499999972
208,307.6171874999995,193.35937499999966
209,64.45312499999989,379.8828124999994
210,235.3515624999996,37.109374999999936
211,263.67187499999955,473.6328124999992
212,272.46093749999955,408.2031249999993
213,17.57812499999997,234.3749999999996
214,333.98437499999943,491.21093749999915
215,259.76562499999955,10.742187499999982
216,23.43749999999996,196.28906249999966
217,19.531249999999968,122.07031249999979
218,26.367187499999954,308.5937499999995
219,321.28906249999943,462.8906249999992
220,428.71093749999926,100.58593749999983
221,287.1093749999995,41.99218749999993
222,138.67187499999977,77.14843749999987
223,248.04687499999957,79.10156249999987
224,210.93749999999963,90.82031249999984
225,10.742187499999982,112.30468749999982
226,386.7187499999993,79.10156249999987
227,30.273437499999947,124.02343749999979
228,122.07031249999979,74.21874999999987
229,166.99218749999972,133.78906249999977
230,14.648437499999975,472.6562499999992
231,153.32031249999974,9.765624999999984
232,419.92187499999926,133.78906249999977
233,440.42968749999926,15.624999999999973
234,477.5390624999992,189.4531249999997
235,213.86718749999963,148.43749999999974
236,301.7578124999995,12.695312499999979
237,155.27343749999974,91.79687499999984
238,166.01562499999972,49.804687499999915
239,338.86718749999943,144.53124999999974
240,158.20312499999974,81.05468749999986
241,344.72656249999943,60.54687499999989
242,474.6093749999992,390.6249999999993
243,320.31249999999943,165.03906249999972
244,328.12499999999943,82.03124999999986
245,58.5937499999999,108.39843749999982
246,240.2343749999996,17.57812499999997
247,409.1796874999993,95.70312499999984
248,308.5937499999995,453.1249999999992
249,377.9296874999994,484.37499999999915
250,113.2812499999998,72.26562499999987
251,346.67968749999943,437.49999999999926
252,35.15624999999994,456.0546874999992
253,299.8046874999995,67.38281249999989
254,26.367187499999954,386.7187499999993
255,137.69531249999977,476.5624999999992
256,191.4062499999997,464.8437499999992
257,355.4687499999994,14.648437499999975
258,422.85156249999926,192.38281249999966
259,348.63281249999943,107.42187499999982
260,34.17968749999994,144.53124999999974
261,292.9687499999995,48.828124999999915
262,254.88281249999957,466.7968749999992
263,303.7109374999995,166.01562499999972
264,31.249999999999947,15.624999999999973
265,289.0624999999995,154.29687499999974
266,365.2343749999994,87.89062499999984
267,87.89062499999984,89.84374999999984
268,378.9062499999994,440.42968749999926
269,456.0546874999992,14.648437499999975
270,262.69531249999955,53.71093749999991
271,82.03124999999986,74.21874999999987
272,331.05468749999943,61.52343749999989
273,81.05468749999986,66.40624999999989
274,389.6484374999993,161.13281249999972
275,148.43749999999974,165.03906249999972
276,492.18749999999915,35.15624999999994
277,166.01562499999972,40.03906249999993
278,40.03906249999993,154.29687499999974
279,6.8359374999999885,10.742187499999982
280,242.18749999999957,71.28906249999987
281,238.2812499999996,48.828124999999915
282,337.89062499999943,66.40624999999989
283,451.1718749999992,29.29687499999995
284,45.89843749999992,85.93749999999986
285,342.77343749999943,97.65624999999983
286,121.09374999999979,286.1328124999995
287,170.89843749999972,69.33593749999989
288,129.88281249999977,98.63281249999983
289,262.69531249999955,182.6171874999997
290,279.29687499999955,458.0078124999992
291,255.85937499999957,73.24218749999987
292,188.4765624999997,103.51562499999983
293,190.4296874999997,5.85937499999999
