# Processed AFM image name: MG3_C2_save-2025.10.03-15.06.23.276
# Image extent (xmin, xmax, ymin, ymax) [nm]:
#(0.0,499.99999999999966,0.0,499.99999999999966)
trimer_index,y_nm,x_nm
0,476.56249999999966,162.1093749999999
1,276.36718749999983,50.781249999999964
2,492.18749999999966,52.734374999999964
3,112.30468749999993,45.89843749999997
4,419.9218749999997,28.320312499999982
5,138.67187499999991,83.00781249999994
6,299.8046874999998,146.4843749999999
7,26.367187499999982,44.92187499999997
8,430.6640624999997,109.37499999999993
9,123.04687499999991,48.828124999999964
10,100.58593749999993,45.89843749999997
11,253.90624999999983,12.695312499999991
12,457.0312499999997,108.39843749999993
13,154.2968749999999,166.0156249999999
14,204.10156249999986,77.14843749999994
15,449.2187499999997,20.507812499999986
16,144.53124999999991,38.08593749999997
17,138.67187499999991,53.710937499999964
18,178.7109374999999,59.57031249999996
19,86.91406249999994,98.63281249999993
20,75.19531249999994,186.5234374999999
21,214.84374999999986,168.9453124999999
22,159.1796874999999,38.08593749999997
23,434.5703124999997,76.17187499999994
24,188.47656249999986,68.35937499999996
25,185.5468749999999,51.757812499999964
26,444.3359374999997,101.56249999999993
27,290.03906249999983,94.72656249999993
28,298.8281249999998,75.19531249999994
29,14.64843749999999,44.92187499999997
30,455.0781249999997,12.695312499999991
31,244.14062499999983,175.7812499999999
32,89.84374999999994,28.320312499999982
33,12.695312499999991,57.61718749999996
34,352.5390624999998,41.01562499999997
35,201.17187499999986,64.45312499999996
36,488.28124999999966,331.0546874999998
37,200.19531249999986,9.765624999999993
38,285.15624999999983,44.92187499999997
39,187.4999999999999,129.88281249999991
40,269.53124999999983,129.88281249999991
41,294.9218749999998,54.687499999999964
42,249.02343749999983,60.54687499999996
43,115.23437499999991,138.67187499999991
44,159.1796874999999,86.91406249999994
45,246.09374999999983,21.484374999999986
46,189.45312499999986,34.17968749999998
47,482.42187499999966,173.8281249999999
48,250.97656249999983,73.24218749999994
49,104.49218749999993,92.77343749999994
50,41.01562499999997,26.367187499999982
51,306.6406249999998,168.9453124999999
52,421.8749999999997,15.62499999999999
53,63.47656249999996,80.07812499999994
54,193.35937499999986,41.99218749999997
55,24.414062499999982,59.57031249999996
56,245.11718749999983,190.42968749999986
57,56.640624999999964,28.320312499999982
58,489.25781249999966,36.13281249999998
59,484.37499999999966,291.01562499999983
60,459.96093749999966,96.67968749999993
61,131.83593749999991,68.35937499999996
62,100.58593749999993,131.83593749999991
63,272.46093749999983,38.08593749999997
64,127.92968749999991,32.22656249999998
65,285.15624999999983,57.61718749999996
66,55.664062499999964,46.87499999999997
67,443.3593749999997,257.81249999999983
68,287.10937499999983,35.15624999999998
69,447.2656249999997,244.14062499999983
70,441.4062499999997,5.8593749999999964
71,379.8828124999997,89.84374999999994
72,233.39843749999983,185.5468749999999
73,306.6406249999998,94.72656249999993
74,260.74218749999983,171.8749999999999
75,336.9140624999998,69.33593749999996
76,491.21093749999966,81.05468749999994
77,439.4531249999997,147.4609374999999
