,strain,image_name,patch_index,patch_centroid_x_nm,patch_centroid_y_nm,patch_area_nm2,patch_circularity
216,WT,MG3_C1_save-2025.10.03-14.24.42.873,7,254.51143134196997,395.0720769353797,1242.1607971191356,0.8329337851956314
217,WT,MG3_C1_save-2025.10.03-14.24.42.873,8,218.70466239959785,211.275571034136,989.4371032714786,0.8931755753256685
218,WT,MG3_C1_save-2025.10.03-14.24.42.873,9,245.46660412615395,289.00173189110285,980.8540344238231,0.8129214899567254
219,WT,MG3_C1_save-2025.10.03-14.24.42.873,10,70.1898871527776,279.93109809027715,858.3068847656206,0.8358745497617102
220,WT,MG3_C1_save-2025.10.03-14.24.42.873,11,208.32972978167237,407.8691958794579,775.3372192382751,0.8357174148391224
221,WT,MG3_C1_save-2025.10.03-14.24.42.873,12,212.40866162199578,366.9075079585121,773.9067077636686,0.8547562240281408
222,WT,MG3_C1_save-2025.10.03-14.24.42.873,13,420.0037311159834,199.9516477826506,733.852386474605,0.8177658544726699
223,WT,MG3_C1_save-2025.10.03-14.24.42.873,14,35.42018581081072,159.44362331081044,705.7189941406216,0.8100644792291893
224,WT,MG3_C1_save-2025.10.03-14.24.42.873,15,210.444428242402,279.3882451692982,664.2341613769484,0.8078546277802526
225,WT,MG3_C1_save-2025.10.03-14.24.42.873,16,284.8569888381525,308.26624730466705,626.5640258789028,0.8425098967938143
226,WT,MG3_C1_save-2025.10.03-14.24.42.873,17,440.1820086050714,41.74450860507237,504.49371337890375,0.7696941766014622
227,WT,MG3_C1_save-2025.10.03-14.24.42.873,18,47.2623760396672,394.00954194657623,496.8643188476539,0.7809904969676109
228,WT,MG3_C1_save-2025.10.03-14.24.42.873,19,219.13447342519632,313.8354043635163,484.46655273437244,0.7595214430852424
229,WT,MG3_C1_save-2025.10.03-14.24.42.873,20,383.9123904328671,390.63668369890235,478.26766967773233,0.7590827806965713
230,WT,MG3_C1_save-2025.10.03-14.24.42.873,21,77.03476355820088,462.62194113756516,390.52963256835733,0.7726770165397268
231,WT,MG3_C1_save-2025.10.03-14.24.42.873,22,456.3650482427759,231.22380673242722,368.59512329101426,0.7282724485058372
232,WT,MG3_C1_save-2025.10.03-14.24.42.873,23,446.95159313725384,337.912326388888,364.7804260253891,0.7341333485667484
233,WT,MG3_C1_save-2025.10.03-14.24.42.873,24,138.33266603701236,424.8714171320621,362.8730773925761,0.7534030961532685
234,WT,MG3_C1_save-2025.10.03-14.24.42.873,25,376.1456878491611,361.64273452048326,341.4154052734351,0.7140332500746797
235,WT,MG3_C2_save-2025.10.03-15.06.23.276,0,413.4383841306581,226.45215590094048,2703.666687011718,0.5313037458906962
236,WT,MG3_C2_save-2025.10.03-15.06.23.276,1,339.7248947359299,314.2828289610477,1719.951629638671,0.7602212326617281
237,WT,MG3_C2_save-2025.10.03-15.06.23.276,2,313.91578199760744,374.72058163875573,1494.884490966795,0.6832686306728218
238,WT,MG3_C2_save-2025.10.03-15.06.23.276,3,338.9763144841268,168.78100198412687,1001.3580322265625,0.8666248482836262
239,WT,MG3_C2_save-2025.10.03-15.06.23.276,4,88.50223056145938,122.91645910821812,897.4075317382802,0.8691740635639951
240,WT,MG3_C2_save-2025.10.03-15.06.23.276,5,173.0366762786122,44.36862929184547,888.8244628906236,0.8393291684917964
241,WT,MG3_C2_save-2025.10.03-15.06.23.276,6,119.44619397662424,224.81949860804326,863.5520935058594,0.8316816859432667
242,WT,MG3_C2_save-2025.10.03-15.06.23.276,7,195.2650884399051,440.46514980511125,805.3779602050765,0.7891636816892117
243,WT,MG3_C2_save-2025.10.03-15.06.23.276,8,301.7213075094004,449.29845616290606,718.593597412107,0.8505036019592611
244,WT,MG3_C2_save-2025.10.03-15.06.23.276,9,408.1369173728811,158.78382106285304,675.2014160156243,0.8587865645241731
245,WT,MG3_C2_save-2025.10.03-15.06.23.276,10,84.80250910963238,222.4891575570341,627.0408630371087,0.8421245788295538
246,WT,MG3_C2_save-2025.10.03-15.06.23.276,11,231.61391687356746,331.37498607397487,624.1798400878906,0.7955895821264772
247,WT,MG3_C2_save-2025.10.03-15.06.23.276,12,303.78366829906884,202.67245280579243,614.6430969238273,0.807997439595134
248,WT,MG3_C2_save-2025.10.03-15.06.23.276,13,72.10986656789575,50.2108026046239,543.1175231933586,0.8153533770738138
249,WT,MG3_C2_save-2025.10.03-15.06.23.276,14,278.2296101006191,99.31106488648082,462.0552062988277,0.7321004072606246
250,WT,MG3_C2_save-2025.10.03-15.06.23.276,15,101.2880940082644,391.14959969008237,461.57836914062443,0.751556939767609
251,WT,MG3_C2_save-2025.10.03-15.06.23.276,16,195.59509500915738,280.47018086080556,390.52963256835795,0.7577435053880204
252,WT,MG3_C2_save-2025.10.03-15.06.23.276,17,305.47450859950834,310.07698927620777,388.14544677734295,0.7475866512166152
253,WT,MG3_C2_save-2025.10.03-15.06.23.276,18,252.17401413690467,290.35295758928555,360.4888916015617,0.7022385740937808
254,WT,MG3_C2_save-2025.10.03-15.06.23.276,19,186.57529037610607,174.80180678466064,323.29559326171767,0.672807180290148
255,WT,MG3_C2_save-2025.10.03-15.06.23.276,20,36.37035472972971,208.27174831081064,317.573547363281,0.7011574102678154
256,WT,MG3_C3_save-2025.10.03-15.19.52.655,0,107.24415548279737,309.65206415326764,4596.710205078125,0.534502611106831
257,WT,MG3_C3_save-2025.10.03-15.19.52.655,1,367.16266396604937,188.57470100308643,3862.3809814453125,0.6879224033747887
258,WT,MG3_C3_save-2025.10.03-15.19.52.655,2,419.03628775473067,135.7738156159025,3494.2626953125,0.38048409806476513
259,WT,MG3_C3_save-2025.10.03-15.19.52.655,3,248.11992136495059,192.1316131551949,1704.2160034179688,0.8254720439682524
260,WT,MG3_C3_save-2025.10.03-15.19.52.655,4,414.9528377845716,55.61914753499462,1033.3061218261719,0.799721916072203
261,WT,MG3_C3_save-2025.10.03-15.19.52.655,5,360.52861075630904,266.8839930233008,1026.6304016113281,0.8898534024991728
262,WT,MG3_C3_save-2025.10.03-15.19.52.655,6,189.0477694316332,468.8865315269488,878.8108825683594,0.8485387750916444
263,WT,MG3_C3_save-2025.10.03-15.19.52.655,7,42.79043922505308,177.42544121549892,748.6343383789062,0.8803348287587459
264,WT,MG3_C3_save-2025.10.03-15.19.52.655,8,229.74576426702967,465.69456678411274,744.3428039550781,0.8372046523090926
265,WT,MG3_C3_save-2025.10.03-15.19.52.655,9,131.9077291037261,174.6126695461984,631.3323974609375,0.8351524708847892
266,WT,MG3_C3_save-2025.10.03-15.19.52.655,10,182.11718144848953,376.096331977795,615.5967712402344,0.8712753229466965
267,WT,MG3_C3_save-2025.10.03-15.19.52.655,11,198.3776689053729,349.4363033781075,594.6159362792969,0.842892001082366
268,WT,MG3_C3_save-2025.10.03-15.19.52.655,12,259.77378275734304,150.53772778563732,589.8475646972656,0.7998732602577382
269,WT,MG3_C3_save-2025.10.03-15.19.52.655,13,266.08184683476395,271.82358726752506,555.5152893066406,0.8146206492037995
270,WT,MG3_C3_save-2025.10.03-15.19.52.655,14,260.1436491935484,386.71875,458.2405090332031,0.7445944874513317
271,WT,MG3_C3_save-2025.10.03-15.19.52.655,15,113.13228283898304,384.0152718926554,450.13427734375,0.7595695404109666
272,WT,MG3_C3_save-2025.10.03-15.19.52.655,16,108.73181942919868,153.0651842069155,434.3986511230469,0.7595642170450333
273,WT,MG3_C3_save-2025.10.03-15.19.52.655,17,216.90705128205127,301.0016025641026,433.92181396484375,0.7576038732627906
274,WT,MG3_C3_save-2025.10.03-15.19.52.655,18,323.2421875,140.95052083333334,429.1534423828125,0.733278442811226
275,WT,MG3_C3_save-2025.10.03-15.19.52.655,19,253.64044439783743,230.59837574571213,426.29241943359375,0.7190258276193576
276,WT,MG3_C3_save-2025.10.03-15.19.52.655,20,203.2312925170068,271.2452168367347,420.57037353515625,0.7567335320652011
277,WT,MG3_C3_save-2025.10.03-15.19.52.655,21,222.42732062889408,127.77377214758566,408.172607421875,0.7391589469766613
278,WT,MG3_C3_save-2025.10.03-15.19.52.655,22,56.15063048245614,43.19147478070175,407.6957702636719,0.7307798043298281
279,WT,MG3_C3_save-2025.10.03-15.19.52.655,23,79.17033450704226,117.93482247652582,406.2652587890625,0.7394999011643428
280,WT,MG3_C3_save-2025.10.03-15.19.52.655,24,370.80607096354163,67.22696940104167,381.4697265625,0.7236831297577545
281,WT,MG3_C3_save-2025.10.03-15.19.52.655,25,98.52327496042514,226.53467393147898,351.4289855957031,0.6787432231741747
282,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",0,160.60076891675493,387.01964374653255,3151.416778564454,0.5026568000742613
283,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",1,323.1837138298584,400.26819575314096,1783.8478088378906,0.6500518461546678
284,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",2,262.44598312862274,398.4174638018678,1727.5810241699235,0.5848786045566015
285,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",3,210.53446383779269,321.8538792502788,1425.7431030273438,0.8643185769394442
286,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",4,111.04073818619129,469.9863159663272,842.5712585449219,0.8679773999972987
287,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",5,252.06482885615256,90.36653909108415,825.4051208496094,0.7441759052705437
288,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",6,169.13677312935042,70.82797092517403,822.0672607421877,0.861132229949755
289,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",7,261.3197884908537,304.514815167683,782.0129394531258,0.8683028158594701
290,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",8,312.94990684281856,73.3268758468835,703.8116455078125,0.815818161056531
291,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",9,173.40556730091615,336.21392889652344,676.6319274902344,0.8161965938686884
292,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",10,143.86225860034776,320.31492563959273,639.9154663085942,0.8451547022906004
293,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",11,354.96224746280893,353.111801878467,630.3787231445312,0.8057174908414554
294,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",12,116.55673754382416,37.61661862864079,589.3707275390625,0.8242542278963512
295,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",13,71.39784345187994,340.2355806327161,566.4825439453127,0.8383321601954
296,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",14,187.14218889633605,183.61556775022345,533.5807800292969,0.7505187633555024
297,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",15,326.31779813218395,357.635147270115,497.8179931640625,0.7433702788299144
298,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",16,312.8553153399871,330.0920713648167,489.7117614746094,0.740441872001624
299,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",17,119.09969124251498,123.78368263473054,477.79083251953244,0.7637610854883937
300,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",18,153.86698082010585,114.34358465608467,450.6111145019535,0.7530231959902711
301,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",19,89.9077868852459,124.15151127049181,436.30599975585955,0.7259001961404693
302,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",20,101.11522781354984,74.41377087999254,425.8155822753903,0.734498587065424
303,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",21,96.84171804932735,385.9217348654709,425.3387451171873,0.7126231533605903
304,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",22,337.98352305684466,29.51212659512762,411.03363037109386,0.7452600488811981
305,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",23,340.65121076839836,53.28818317099567,403.881072998047,0.7048972401183473
306,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",24,220.58293269230774,289.3279246794873,402.9273986816406,0.7297982207841014
307,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",25,304.7045105898655,437.8154691211402,401.49688720703125,0.7440087126069606
308,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",26,172.59557038834956,210.45079894822013,392.913818359375,0.7405042151798046
309,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",27,118.1502189651681,360.53904351458084,392.4369812011722,0.7500521888157609
310,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",28,97.96909848945663,279.0422400902272,391.9601440429685,0.739888386929596
311,WbbL,"G_WbbL_1_save-2025.07.21-16.31.11.637_0_0,,,",29,96.16151147959184,444.58173894557825,350.47531127929665,0.7313852766184346
312,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,0,184.5247091619025,252.5862364596978,26940.34576416017,0.15509577619986162
313,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,1,206.678302948867,69.80984362894637,1641.273498535157,0.8155546740937556
314,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,2,385.64059829655235,314.5793858671423,1069.5457458496094,0.7728680100510441
315,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,3,344.1349213666971,115.92516478476327,1050.4722595214848,0.8616603004059582
316,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,4,389.5490478952941,377.1196224658038,976.0856628417969,0.8005431792305544
317,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,5,144.16503906250006,68.93276503361555,957.4890136718756,0.8570004683882984
318,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,6,362.49021750863574,155.1283867659759,920.2957153320315,0.7310674629608187
319,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,7,88.81969404508345,408.1587515530709,895.5001831054706,0.8297428839366334
320,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,8,285.25473035337563,119.6713475738397,753.4027099609377,0.817700956069906
321,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,9,234.08094945871105,103.801807968278,631.3323974609375,0.835222956752166
322,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,10,298.902278394466,188.8898105694981,617.5041198730473,0.8019562442305069
323,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,11,350.1832829875964,443.2814059381239,557.4226379394531,0.7911322931177758
324,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,12,365.2531550480771,237.97450921474365,545.501708984375,0.7646368079135787
325,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,13,25.39062500000001,158.29190340909096,472.0687866210939,0.7725858680477299
326,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,14,383.8616308386413,195.97805533439495,449.18060302734415,0.7716496904343813
327,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,15,267.0355902777779,309.46180555555566,440.5975341796878,0.7620128273148544
328,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,16,328.5304733187135,327.662417763158,434.87548828125,0.7436103056025047
329,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,17,278.415586890244,476.7927464430896,430.10711669921875,0.7657247230539493
330,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,18,220.47351655505963,406.92719959077397,427.2460937500007,0.7502076930770271
331,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,19,391.473146024465,116.402068998471,415.80200195312517,0.7208874781991665
332,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,20,123.20906029151945,447.23571849234406,404.83474731445335,0.7733886186227473
333,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,21,294.7712207300276,333.70727875344363,403.8810729980469,0.7604171773793404
334,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,22,389.75053088560526,48.92629171692804,395.29800415039074,0.7688487204384126
335,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,23,317.7373401402641,207.0505878712872,385.284423828125,0.7148570618732975
336,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,24,316.51516031598527,274.4431052509295,384.8075866699219,0.7458857233164186
337,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,25,133.15936646174868,397.1247438524592,378.13186645507835,0.7363642518538135
338,WbbL,G_WbbL_2_save-2025.07.21-16.37.02.142_0_0,26,173.81130477456946,120.6089317375887,313.7588500976568,0.6849488318233171
339,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,0,178.38072541366378,326.91048672271063,1191.1392211913987,0.8103504610352178
340,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,1,178.78321247823203,129.20073510738612,1095.2949523925718,0.8794560900329997
341,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,2,233.23636255069354,366.2180968257673,1019.0010070800714,0.8076368196879663
342,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,3,103.81737705599896,223.69167736261588,835.8955383300736,0.8002211820158766
343,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,4,116.1202861286917,330.56228573312154,753.4027099609343,0.7863419383120674
344,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,5,269.4904558290701,385.14775815217286,745.7733154296844,0.8378000465923434
345,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,6,235.99486451048884,31.96569055944048,681.8771362304642,0.8516372802885506
346,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,7,181.68448614651564,170.12861510682157,654.6974182128866,0.8093794915175183
347,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,8,437.93720281638514,91.94499055108484,651.8363952636676,0.8501652544542582
348,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,9,215.41806707665842,467.12612032799274,625.1335144042953,0.8572095903926761
349,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,10,172.11174242424198,393.1085383763472,618.9346313476534,0.8322065268526901
350,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,11,250.83504263191693,134.33729488416952,617.5041198730446,0.8418008118822904
351,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,12,161.51673241971167,235.77333367940133,574.1119384765597,0.7621453915470182
352,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,13,356.7332103224447,151.85710453308167,569.3435668945285,0.7770926970345288
353,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,14,416.52412926663703,116.42042005855436,556.4689636230441,0.7967153777729762
354,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,15,75.34982238863267,20.366803475422376,517.3683166503879,0.7688166362828065
355,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,16,206.7200203252027,160.38173272357682,488.7580871582013,0.7485668192465158
356,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,17,76.34821209519116,211.7674343719327,485.89706420898165,0.7536012934452306
357,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,18,369.88467261904657,442.80133928571314,480.6518554687482,0.7686637845493243
358,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,19,274.1109913793096,258.463541666666,456.33316040038846,0.7715340074815803
359,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,20,31.095805921052552,65.89226973684193,452.9953002929665,0.7638710781619471
360,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,21,412.41730011261154,227.51266891891834,423.43139648437193,0.7257071727969311
361,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,22,161.61661410550417,192.6336725917426,415.802001953123,0.7280771576379983
362,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,23,126.91234048723865,299.3069653905638,411.03363037109165,0.781375784365346
363,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,24,297.9261530552284,392.92697928907063,405.78842163085716,0.7099510183261588
364,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,25,309.41664808759333,317.9506354042798,401.0200500488259,0.7589923262770687
365,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,26,406.8156388624831,457.88527804182394,376.2245178222641,0.7483434193256338
366,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,27,151.4546792654805,420.05439929183024,361.9194030761703,0.7112832643737553
367,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,28,247.63723080524275,293.70025749063586,339.50805664062386,0.6879976815400476
368,WbbL,G_WbbL_C3_save-2025.07.21-16.52.10.880,29,119.40787953032512,88.4241709812621,322.34191894531057,0.6901005044683557
369,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",0,121.33232727212452,351.82143310589845,1799.5834350585808,0.7213910722657553
370,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",1,324.2256379800142,167.88685957092397,1216.8884277343636,0.9068333938373613
371,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",2,157.72054987479063,292.190543266554,1142.5018310546775,0.761433464097565
372,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",3,186.05775592239655,355.296079947801,1088.6192321777257,0.8019439993348246
373,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",4,244.88120821394347,240.4270758715366,832.0808410644473,0.87964283283969
374,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",5,349.1280237102018,223.66465285768982,828.7429809570258,0.8297790401646227
375,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",6,373.25957202461063,163.74290570914735,707.1495056152277,0.8246617967251352
376,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",7,412.3447630625459,258.1126942696404,625.1335144042905,0.8140375520989532
377,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",8,255.58750145484055,142.9527467411539,512.1231079101518,0.766982745819999
378,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",9,313.8858492806718,246.60482831161667,439.1670227050745,0.7437411217420871
379,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",10,327.5170736754953,289.1595095198663,432.01446533202807,0.7416550961050811
380,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",11,45.26286256906055,230.52594095303792,431.5376281738104,0.7594307457006305
381,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",12,438.7167744252854,140.72377873563153,414.8483276367164,0.7118299062137485
382,WbbL,"WbbL1_C1_save-2025.10.03-12.37.56.169,,,",13,171.13364041425746,189.99503251445,412.4641418456995,0.7503499858406544
383,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,0,355.16708584801177,254.79890455853052,6063.938140869138,0.5633769377177515
384,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,1,323.4022713107941,421.12281680079286,2725.6011962890575,0.6180147921510546
385,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,2,288.8733096474573,377.91369139025375,2134.7999572753897,0.8176004687822715
386,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,3,259.2581923622365,313.1379575229604,1471.042633056638,0.7362278177163444
387,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,4,404.9802341873497,350.4874211869494,1191.1392211914062,0.8177631681600466
388,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,5,330.5507447726349,178.473173805657,1174.449920654295,0.8608727189110433
389,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,6,411.11843885281365,160.32056051587293,1101.4938354492176,0.7541886890424331
390,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,7,294.8593597021387,67.8891128652658,1055.2406311035143,0.869794204331243
391,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,8,415.49642999800267,235.50330318803665,795.8412170410152,0.8093400914698142
392,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,9,356.67672353672134,354.76005370004043,783.4434509277344,0.8636287329209084
393,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,10,162.46260827935424,176.36602277400775,772.9530334472647,0.8640247842145686
394,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,11,284.78616259200834,236.57334384858032,755.7868957519531,0.858440474379111
395,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,12,229.8300308885383,415.08424520241834,755.7868957519526,0.8695979185268317
396,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,13,217.2419096994981,350.0844479439353,728.6071777343742,0.878176244043653
397,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,14,435.8289930555553,259.41840277777766,600.8148193359361,0.8288461659373012
398,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,15,247.60361935891163,180.37927154610617,487.8044128417969,0.772015613627577
399,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,16,319.938858695652,306.9972826086955,438.6901855468734,0.7754087254668992
400,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,17,426.88399536761773,182.76233650416162,401.0200500488275,0.7613126572514827
401,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,18,446.85313605389075,351.94613503953383,381.94656372070244,0.7188766920346332
402,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,19,205.72916666666657,138.0208333333333,362.3962402343747,0.7357090926056463
403,WbbL,WbbL1_C2save-2025.10.03-12.57.56.038,20,389.34673526422756,215.7885543699186,351.9058227539057,0.6964364694238565
404,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,0,369.5332413312695,213.84710362359147,7280.349731445287,0.3380047757967655
405,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,1,284.740114001059,161.4468314755092,2550.6019592285056,0.5402971148723638
406,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,2,348.10787494849546,118.43405567573117,1928.8063049316347,0.76338276649224
407,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,3,315.6112960519295,60.58790353753455,1490.592956542964,0.7905422423737309
408,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,4,289.649237357204,287.35417340230583,1474.8573303222609,0.8692938003007771
409,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,5,309.3886215345457,355.83699676467336,1467.7047729492133,0.6394584730984912
410,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,6,365.4898107791689,443.3152963495818,1408.576965332027,0.8371183956485558
411,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,7,406.1682839723744,327.0564230140984,1386.6424560546816,0.7976087501468689
412,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,8,202.35760434688547,299.387818086793,1378.0593872070258,0.7522477508323729
413,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,9,242.65540455708876,328.10778738983873,1226.4251708984343,0.9030058140943765
414,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,10,378.8056199870847,88.81222598898844,1169.2047119140586,0.7909090389914086
415,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,11,210.0294244214931,234.244680756672,1119.613647460934,0.7687432990510763
416,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,12,375.25929783054596,362.11614849434835,1026.6304016113256,0.8760473998066929
417,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,13,231.07328869047578,31.580857240437098,814.4378662109352,0.8035605474369196
418,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,14,324.2487566883868,434.5647250476788,750.0648498535134,0.8378363156192699
