,strain,image_name,patch_index,patch_centroid_x_nm,patch_centroid_y_nm,patch_area_nm2,patch_circularity
419,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,15,262.5344446463173,84.9126771438952,656.1279296874976,0.8762779247635193
420,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,16,230.05011680015215,87.9199243579963,625.133514404295,0.7888408939645979
421,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,17,359.5425253595269,292.7560830765275,618.9346313476541,0.8235472435682768
422,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,18,354.05859479417217,40.6679154971932,594.6159362792945,0.8216172246600363
423,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,19,290.43765943877503,108.20578231292498,467.30041503906097,0.7641155180279593
424,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,20,440.45175670903876,62.786210054731534,450.1342773437484,0.764968038087324
425,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,21,453.1804380458508,99.16729212154276,436.7828369140605,0.7598952162054377
426,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,22,318.54188012295026,399.56881830601026,436.3059997558581,0.7557072349045694
427,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,23,409.85541321089977,119.32729808451795,402.4505615234361,0.735791895669248
428,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,24,284.123883928571,368.2477678571422,400.54321289062386,0.7698736835975605
429,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,25,144.26661795563527,449.8487147781767,397.6821899414053,0.7511740733147957
430,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,26,458.5876464843743,470.2351888020826,396.72851562499926,0.7702710464063841
431,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,27,211.67645302547737,183.27444930997845,374.31716918945193,0.7244361440013076
432,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,28,198.07525373931594,206.25222578347547,334.7396850585922,0.7249000149516477
433,WbbL,WbbL1_C3_save-2025.10.03-13.06.50.330,29,435.10142543859575,414.13103070175384,326.15661621093597,0.7035445210832151
434,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,0,232.0344557191213,90.89561735354745,4202.842712402352,0.4603682953393098
435,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,1,100.96692637779847,183.58850490458212,3344.058990478521,0.6701525746497426
436,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,2,306.80621400701995,234.10305599570654,2332.210540771489,0.8636903417064804
437,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,3,250.48709423709445,332.91801846489375,2223.0148315429733,0.6991210584098673
438,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,4,182.05709788566185,206.2026799287888,1986.5036010742235,0.6777703097756748
439,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,5,413.34642475942013,145.46104480098506,1759.0522766113313,0.7214148927323921
440,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,6,223.7993721794275,410.5566416381371,1532.0777893066427,0.9098220610248985
441,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,7,125.14517293878838,375.1178259356135,1526.8325805664085,0.6477838807071232
442,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,8,348.04654283588457,386.1316499255955,1495.3613281250034,0.8452867494405206
443,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,9,342.67386229181676,128.00761592379595,1326.5609741210956,0.8824391974241975
444,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,10,349.91919194870394,202.19494047619065,1275.0625610351585,0.7920943850033533
445,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,11,289.8607251632758,438.46969393682525,1265.5258178710938,0.8397191598000977
446,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,12,281.2378458130414,173.42465883725663,1174.9267578125002,0.8026154461975985
447,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,13,378.6657714843753,101.05305989583341,1144.4091796875018,0.619601862518233
448,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,14,266.333486519608,129.904513888889,972.7478027343761,0.7994063766723177
449,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,15,154.26302879714586,37.956525547910324,935.5545043945331,0.6500042504466882
450,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,16,379.56845541870837,34.66274127880606,875.9498596191427,0.778686162181671
451,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,17,219.55784184272318,164.97285798122078,846.3859558105477,0.8752805076367568
452,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,18,424.8352857210271,371.1750380450173,842.0944213867188,0.8474142878248581
453,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,19,128.9027318567502,69.22317175056888,838.2797241210951,0.7487917136567533
454,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,20,163.14260789126624,292.12231950957425,813.4841918945322,0.8637525593164326
455,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,21,360.1225391046389,159.0627528317153,736.7134094238289,0.8071513496416476
456,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,22,183.03960023883533,325.81937730202606,690.4602050781272,0.8237016342228586
457,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,23,59.47608278508776,319.1903097587722,652.3132324218766,0.8311427725562951
458,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,24,391.09960615733144,231.37184239428896,578.8803100585958,0.7989772870462883
459,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,25,294.198621724891,80.1506209061136,545.9785461425786,0.8416008396720703
460,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,26,391.82228436001236,361.60973564898114,530.2429199218761,0.8383612505441072
461,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,27,322.76948805292284,300.2385095774094,503.0632019042981,0.7564528919302428
462,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,28,436.1433975065298,260.23142905239985,486.850738525391,0.765981302829493
463,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,29,73.7141927083334,281.9580078125003,457.7636718750004,0.7445947210786362
464,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,30,272.63437963477963,25.445663005190976,428.6766052246098,0.7635557453507653
465,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,31,137.02537899925608,136.05317615327394,427.24609375000045,0.7623088433844607
466,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,32,291.8911637931036,287.8838900862071,414.84832763671875,0.748826885249973
467,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,33,122.93354841936787,103.63246861244507,397.2053527832038,0.7612001322283541
468,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,34,265.6063648244014,254.01251015022353,391.4833068847664,0.7619980294470716
469,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,35,105.10994648794687,308.9809655548631,382.4234008789072,0.7613807390112781
470,WbbL,WbbL2_C1_save-2025.10.03-13.23.23.848,36,43.08143028846157,194.9160323183762,334.7396850585949,0.7237956571919985
471,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,0,249.4887730340322,179.99891231130763,11360.421180725074,0.18992341864000326
472,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,1,259.3403547671838,351.5585096115771,3658.061027526849,0.5714918572135205
473,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,2,69.09756503262356,306.56432190855986,3092.9946899413994,0.7821696476599632
474,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,3,98.45433989137787,222.24812360896044,1995.6922531127882,0.8424596031041269
475,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,4,174.58157771535562,162.9204705056178,1546.883583068844,0.752905627195167
476,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,5,157.9493672766158,402.22893892585506,1523.7092971801744,0.8828639305089322
477,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,6,263.45830596653735,39.39684302405969,1396.6369628906236,0.7866916849263783
478,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,7,204.5992304618604,84.2632206238976,1313.982009887693,0.7521680311179938
479,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,8,180.08581446850377,277.5880059670273,981.0447692871085,0.9182420066046744
480,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,9,43.118106617647015,191.17934283088218,919.2466735839822,0.850422124349667
481,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,10,144.20109750751487,258.95736786072115,770.9312438964832,0.8343928253297502
482,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,11,144.8278182592146,62.2999924879807,723.0377197265609,0.8294976614078028
483,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,12,102.74858151721257,351.85498073986633,695.6148147582994,0.8449603930484018
484,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,13,220.48335712774937,306.6920143295259,684.8001480102517,0.8277710231652046
485,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,14,112.50242456896541,43.50606142241375,560.0452423095691,0.8440734800042882
486,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,15,301.32916205752184,20.726026686946888,523.7388610839827,0.8049899550272863
487,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,16,57.56349458025826,112.05049296586706,523.352622985839,0.7727660298527332
488,WbbL,WbbL2_C2_save-2025.10.03-13.38.45.750,17,52.47930270522383,225.49702658582072,465.8031463623043,0.7586248079754128
489,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,0,297.73456410986705,182.9255582454975,14544.486999511717,0.29069712471593223
490,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,1,394.0887272020759,119.16605794375062,5956.649780273429,0.35302448908609113
491,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,2,325.4485854229652,401.1556539547395,2681.25534057617,0.5808893191627185
492,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,3,83.21860439368224,156.34786558815645,2669.3344116210938,0.9324654709830735
493,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,4,92.15094518152252,76.79693093341686,2664.089202880856,0.8431698987007081
494,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,5,184.22714510525594,384.95830395225636,1732.8262329101517,0.6748796331178883
495,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,6,268.0065678615195,430.9058095894606,1686.096191406249,0.6680706934949682
496,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,7,209.79523826674347,259.99485269400685,1241.207122802733,0.8405267222332585
497,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,8,293.40666473349154,286.47884522011213,1104.8316955566406,0.8699585749425041
498,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,9,239.71106753571948,53.06651269516864,1079.082489013671,0.812891870559491
499,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,10,176.62260087615905,67.19495889321075,1011.3716125488284,0.8546320733649709
500,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,11,252.61246653493112,350.9323740013598,935.0776672363284,0.8330486167501292
501,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,12,286.7330708853353,375.47177668356727,916.957855224607,0.8461479664986065
502,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,13,92.26497224054526,364.4196281332453,903.6064147949194,0.8474179623387288
503,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,14,307.9963869343266,85.77948227097127,720.0241088867182,0.7730807721241034
504,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,15,44.46871266427718,415.57389672939047,665.1878356933593,0.808442917608083
505,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,16,264.4327398439474,312.6594287022996,628.9482116699214,0.7768731954188173
506,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,17,172.01809188294135,251.97134149432273,587.9402160644532,0.8406666050269168
507,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,18,102.71700332860229,327.1457974283589,587.9402160644526,0.8372830484910974
508,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,19,130.80831290849667,169.24849366830063,583.6486816406258,0.7844282456777338
509,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,20,252.5053174083769,389.4217659249562,546.4553833007789,0.8195055211829855
510,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,21,120.36859840297787,296.3534161863592,496.38748168945335,0.8095687779121501
511,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,22,372.9611779633267,430.91923501964624,485.4202270507796,0.7607601281857366
512,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,23,418.5315963669949,182.9042231116584,483.9897155761719,0.7719035144584259
513,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,24,326.7513361692844,65.62568171902268,455.37948608398426,0.7808563243764659
514,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,25,188.4628674487594,161.58896305285865,442.02804565429665,0.7599805607089635
515,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,26,147.43683816758744,76.163961786372,431.53762817382824,0.7449874568456792
516,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,27,233.39843749999997,289.0624999999999,424.8619079589844,0.7430714599173877
517,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,28,144.796981292517,102.39291028911563,420.5703735351557,0.7468484881914473
518,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,29,356.0258191397229,461.80054368745175,412.9409790039072,0.7313201775949321
519,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,30,148.41306623284902,414.49679050645665,393.86749267578125,0.7579069830686223
520,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,31,140.68312872023805,265.5087425595238,347.1374511718749,0.7118004857702096
521,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,32,211.76382211538458,426.38221153846143,334.73968505859375,0.7194308378965062
522,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,33,61.24247643491834,40.9790390850144,330.92498779296864,0.690979664748839
523,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,34,206.64845277370478,291.79267473118273,325.20294189453125,0.7222920969839478
524,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,35,246.04587928921566,128.36052389705878,324.24926757812494,0.7089141141553447
525,WbbL,WbbL2_C3_save-2025.10.03-13.58.04.246,36,354.61196371167154,62.96847953758653,321.38824462890705,0.6944572689183901
